company,category,sub_category,question,answer,collected_at,source_url
KGM,구매/영업,,차량 구매 시 다자녀 감면혜택이 무엇인가요?,○ 자격 요건 - 가족관계등록부를 기준으로만 18세 미만의 자녀를 3명 이상 양육하는 자 ○ 차량 요건 및 감면 세액 1. 승용자동차 : 전액 (7명이상 10명이하) 최고 140만원 한도 (5인 이하) 2. 승합자동차 : 전액 (15인 이하) 3. 화물자동차 : 전액 (최대적재 1톤이하) 4. 이륜자동차 : 전액 ○ 관련 법규 - 지방세특례 제한법 제 22조의 2,2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,차량정비,,차종별 소모품 교체 주기 및 비용이 궁금합니다.,※소모품 교체 가격 조회 소모성 부품(오일류 및 주요 소모품 등)은 여러 가지 상황을 고려하여 변동될 수 있습니다. 가격이 상승한다면 홈페이지를 통해 확인하실 수 있으니 참고해 주시기 바랍니다. ☞ 모바일 : KGM 홈페이지(kg-mobility.com) → 오른쪽 상단의 3줄 전체메뉴 → KGM 서비스 → 서비스 프로그램 → 서비스 프로그램 글씨 옆 ∨ 터치 → 오픈 프라이스 터치 → 화면 아래 [소모품 가격 확인하기 ＞] 버튼 터치 ☞ PC : KGM 홈페이지(kg-mobility.com) → 고객 서비스 → KGM 서비스 → 서비스 프로그램 → 서비스 프로그램 글씨 옆 ∨ 클릭 → 오픈 프라이스 클릭 → 화면 아래 [소모품 가격 확인하기 ＞] 버튼 클릭 ※소모품 교체 주기 차종별 소모품 교체 주기는 취급설명서 '정기 점검 및 관리' 항목에서 확인하실 수 있습니다. *차종별 PDF 취급설명서 링크 https://www.kg-mobility.com/sr/update-download/download-center/instruction-manual,2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,차량정비,,정비 네트워크 조회 및 예약 방법,"정비 예약은, 방문하실 서비스 네트워크로 전화 예약하시거나, 홈페이지에 차량 등록 후 정비 예약을 하실 수 있습니다. ☞ PC : KGM 홈페이지(kg-mobility.com) → 고객 서비스 → 서비스 네트워크 → 정비 네트워크 조회·예약 → 위치 확인 허용 → 지역 입력 후 돋보기 누르기 ☞ 모바일 : 홈페이지(kg-mobility.com) - 전체메뉴 (오른쪽 상단의 3줄 ) → 고객 서비스 → 서비스 네트워크 → 정비 네트워크 조회·예약 → 위치 확인 허용 → 지역 입력 후 돋보기 누르기 ※ 단순 소모품 교환 이외에 차량 정비는 다소 시간이 소요되므로 가급적 해당 서비스 네트워크로 전화 문의 및 예약을 부탁드립니다. ※ 정비 네트워크 조회·예약 링크 https://www.kg-mobility.com/sr/service-network/search-reservation",2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,차량정비,,KGM LINK(구. 인포콘/INFOCONN) 서비스가 무엇인가요?,"KGM LINK(KGM 링크)는 KG모빌리티가 제공하는 커넥티드 카 서비스 브랜드이며, 2020년 인포콘(INFOCONN)이라는 명칭으로 서비스를 시작 후, 향상된 서비스를 제공하며 2025. 3월 KGM LINK로 명칭을 변경하였습니다. 원격 시동, 원격 공조 제어, 전기차 전용 배터리 충전 등의 원격 기능, 주차 위치 찾기 등의 편의 기능, 차량 상태 확인, 월간 리포트 등의 차량 관리 서비스 등을 제공하고 있습니다. 특히 에어백 전개 시 등 위급 상황에서 KGM LINK 상담센터 통해 긴급 구조 및 사고 처리를 위한 적절한 조치를 받으실 수 있도록 도와드리고 있습니다. 이러한 KGM LINK 서비스에 대해 가입 및 사용 방법 등 자세한 사항은 KGM LINK 홈페이지 또는 KGM LINK 상담센터 통해 확인하실 수 있습니다. ☞ KGM LINK 서비스 홈페이지 : https://kgmlink.kg-mobility.com/ ☞ KGM LINK 상담센터 ☎ 1522 - 8877 또는 080-500-5582/ 내선번호 3번 ※ KGM 블로그 참고 : 커넥티드-카 바로가기 및 인포콘 바로가기",2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,부품,,부품 가격/재고 확인 구매 방법이 궁금합니다.,"KG모빌리티 부품대리점 또는 정비사업소 자재과를 방문하셔서 문의 및 신청해 주시면 부품을 구매하실 수 있습니다. 또한, 부품 구매나 가격, 재고 등 부품 관련 문의는 전문적인 상담을 드릴 수 있도록 부품상담실을 별도로 운영하고 있습니다. 지역별 부품대리점의 주소나 연락처, 약도 등은 홈페이지 내 순정부품 조회 메뉴에서도 확인하실 수 있습니다. ☞ KGM 홈페이지(www.kg-mobility.com/) → 고객 서비스 (모바일 이용 시 오른쪽 상단의 3줄 전체 메뉴 내) → 순정부품 조회 → [부품대리점 검색] 글씨 클릭 → 지역 선택 후 대리점명 또는 품번 (3글자 이상) 입력 후 돋보기 누르기 ※ FAQ 내에서 [EPC 시스템]을 조회하시면 부품 조회 방법에 대해 자세히 확인하실 수 있습니다.",2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,부품,,디지털 키/디지털 스마트키 사용 방법,"[디지털 스마트키 설명 및 사용 방법] 디지털 스마트키란, 실물 스마트 키가 없어도 블루투스 기능을 이용하여 핸드폰만 있으면 시동을 걸 수 있는 기능입니다. ※ 토레스 EVX, 더 뉴 토레스, 액티언 등의 차종에서 NFC 기능 이용하는 디지털 키(카드키 및 핸드폰 키)와는 다릅니다. 핸드폰에 앱 설치 후 소유자 외에 다른 사람과도 차량 키를 공유할 수 있으며, 핸드폰을 가지고 자동으로 도어 잠금이 해제되거나 도어 잠금되는 기능 등 여러 부가 기능이 제공됩니다. 현재는 KGM의 순정용품몰에서 새롭게 판매되고 있는 [폰키] 상품을 자세히 확인하실 수 있습니다. ☞ KG모빌리티 순정용품 쇼핑몰(밧모인터내셔날): http://mall.kg-mobility.com(☎ 02 - 2245 - 7893) ☞ 폰키 고객센터 카글로벌 ☎ 070 - 8881 - 0330 [디지털 키 설명 및 사용 방법] 디지털 키란, 스마트키를 지참하지 않아도 휴대폰 또는 카드키의 NFC 기능을 이용하여 도어 잠금/해제 및 시동을 걸어 운행할 수 있는 기능입니다. ※ 적용 차종: 토레스 EVX, 2024. 5월 이후 더뉴 토레스, 액티언 차량, 2025. 3월 이후 토레스 하이브리드, 무쏘 EV, 2025. 7월 이후 액티언 하이브리드 휴대폰에 KGM 링크 앱 설치 후 회원 가입 및 로그인하시고, KGM 링크 앱에서 디지털 키 메뉴에서 휴대폰의 NFC 기능이나 카드키 등록하여 이용하실 수 있습니다. ☞ KGM 링크 상담센터 ☎ 1522-8877 (또는) ☎ 080-500-5582 / 3번 KGM 링크 상담실 연결 ※ 서비스 가입 및 취급 문의 상담 시간 : 평일 09:00~18:00 ※ 긴급출동 및 에어백 전개 알림 상담은 24시간 운영됩니다.",2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,차량정비,,교환 받은 부품의 재보증 기간은 어떻게 되나요?,"수리한 동일 부품에 이상 현상이 발생하는 경우 자동차관리법에 의거하여 수리일로부터 최대 90일의 재보증 기간이 적용됩니다. 다만 KGM에서는 수리일로부터 1년 이내 2만km까지 재보증 기간을 적용해 드리고 있습니다. ※ 자동차관리법 134조 2항. 점검ㆍ정비의 잘못으로 인하여 다음 각 목의 구분에 따른 기간에 발생하는 고장 등에 대한 무상점검ㆍ정비 가. 차령 1년 미만 또는 주행거리 2만km 이내의 자동차 : 점검ㆍ정비일부터 90일 이내 나. 차령 3년 미만 또는 주행거리 6만km 이내의 자동차 : 점검ㆍ정비일부터 60일 이내 다. 차령 3년 이상 또는 주행거리 6만km 이상의 자동차 : 점검ㆍ정비일부터 30일 이내 ※ 보험 수리, 소모품(예. 에어컨 필터), 오일류(예. 엔진오일), 휠얼라이먼트는 재보증제외 되는 점 참고해 주시기 바랍니다.",2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,부품,,디지털 스마트키가 무엇인가요?,"디지털 스마트키란, 실물 스마트 키가 없어도 블루투스 기능을 이용하여 핸드폰만 있으면 시동을 걸 수 있는 기능입니다. ※ 토레스 EVX, 더 뉴 토레스, 액티언 등의 차종에서 NFC 기능 이용하는 디지털 키(카드키 및 핸드폰 키)와는 다릅니다. 핸드폰에 앱 설치 후 소유자 외에 다른 사람과도 차량 키를 공유할 수 있으며, 핸드폰을 가지고 자동으로 도어 잠금이 해제되거나 도어 잠금되는 기능 등 여러 부가 기능이 제공됩니다. 현재는 KGM의 순정용품몰에서 새롭게 판매되고 있는 [폰키] 상품을 자세히 확인하실 수 있습니다. ☞ KG모빌리티 순정용품 쇼핑몰(밧모인터내셔날): http://mall.kg-mobility.com(☎ 02 - 2245 - 7893) ☞ 폰키 고객센터 카글로벌 ☎ 070 - 8881 - 0330",2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,기타,,차량 취급설명서를 구하고 싶습니다.,① 취급설명서 책자 구입 관련 문의처 : 도서출판 서경문화(서울시 중구 묵정동 29-26 보성빌딩) ☎ 02) 2272 - 7003 ② 공식 홈페이지 이용 시 (pdf 파일 다운로드) : ☞ PC : KGM 홈페이지 ( www.kg-mobility.com ) → 고객 서비스 → 차량 운영 지원 → 취급설명서 → 취급설명서 또는 A/V 설명서 글씨 클릭 ☞ 모바일 : KGM 홈페이지 (kg-mobility.com) → 오른쪽 상단의 3줄 전체메뉴 → 고객 서비스 → 차량 운영 지원 → 취급설명서 → 취급설명서 또는 A/V 설명서 글씨 클릭 ※ 차종 확인 시 액티언 등의 차종명 옆의 ∨ 눌러 차종 및 시기 선택하시면 됩니다.,2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,차량정비,,스마트 키를 분실했어요.,"스마트 키를 한 개만 분실했을 경우에는, 부품상담실(☎ 080-500-5582 / 2번 연결) 통해 사양에 맞는 스마트키와 보조키(스마트키 내부의 쇠키)의 품번을 확인해야 합니다. 그 후 가까운 부품대리점 또는 1급 정비사업소의 자재과 통해 구매하시고, 보조키의 경우 외부 열쇠업체 통해 기존 스마트키의 보조키를 복제해 주십시오. 그리고 차량과 기존에 사용하시던 스마트키, 새로 구매하신 스마트키를 모두 가지고 당사 서비스 네트워크에 방문하여 이모빌라이저 암호를 동일하게 재코딩 받아주시면 됩니다. (별도 코딩 비용 발생) 만약 스마트키를 모두 분실하신 경우라면, 당사 긴급출동 상황실(☎ 080-500-5582 / 1번 연결)로 문의해 주시기 바랍니다.",2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,차량정비,,"토레스 차량 블루투스 통화할 때 볼륨을 높였는데, 재통화할 때 다시 줄어들어 들어요. 점검받아야 하나요?","토레스 차량의 기본으로 정해진 볼륨 크기는 10으로 되어 있습니다. 그렇기에 블루투스 통화하실 때 볼륨을 10보다 크거나 작게 조절했어도 통화 종료 후 재통화할때는 기본값인 10으로 돌아가고, 이는 정상적인 현상입니다.",2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,차량정비,,서비스 네트워크마다 정비 비용이 상이할 수 있나요?,"KG모빌리티 본사에서는 표준 공임비를 제시하고 있으며, 각 서비스 네트워크마다 수리 시 이를 참고하여 실제 정비 비용을 청구하고 있습니다. 표준 공임이란 : 해당 작업을 3회 정도 해 본 작업자가 차량을 리프트에 올리고 차량 문제점을 확인하여, 필요한 부품을 가져와서 정비한 후, 정비 유효성(시운전 포함)을 검증하는 시간 등을 모두 합산하여 책정하고 있습니다. 다만 당사의 모든 서비스 네트워크에서 동일한 정비 비용을 받을 경우 공정거래위원회에서 담합으로 판단할 수 있습니다. 이에 각 서비스 네트워크에서는 표준 공임을 토대로 작업의 난이도와 실제 작업시간 등에 따라 고객님께 안내해 드린 후 공임비용을 가감하여 청구할 수 있으니 참고하시기 바랍니다.",2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,차량정비,,시동이 걸리지 않습니다. 어떻게 해야 하나요?,"▶ 시동키를 ""START"" 위치로 돌려도 시동이 안 걸리는 경우 ① 일시적인 통신 오류일 수 있으니 시동키를 탈거한 후 약 15초 이상 대기하셨다가 다시 시동을 걸어주십시오. ② 기어 레버 N 상태에서 다시 시동을 걸어 주십시오. ※ 시동키를 ""START"" 위치로 돌렸을 때 - 스타트 모터가 회전하지 않으면, 배터리 및 배터리 단자의 연결 상태, 시동키의 위치, 퓨즈의 단선 여부를 점검하십시오. - 스타트 모터는 회전하나 시동이 걸리지 않으면, 연료라인 누유와 팬벨트를 점검하십시오. ▶ 스마트키 시동 불량 시 응급 조치 방법 ① 이모빌라이저 캔 통신 오류일 수 있으니 스마트키를 지참하시고 하차하셨다가 약 15초 정도 지난 후 다시 승차하셔서 재시동을 해보십시오. ② 키 슬롯에 스마트키 본체를 넣은 후 시동 버튼을 눌러 보십시오. ※ 키 슬롯 위치 ( 참고 사진 바로가기 ) ▷ 체어맨W : 에어컨 스위치 하단 좌측 ▷ 체어맨H : 에어컨 스위치 하단의 USB,AUX 단자 우측 ▷ 코란도C : 글로브박스 상단 ▷ 렉스턴W, 코란도 투리스모, 코란도 스포츠 : 센터 콘솔 박스 내부 ▷ 투리스모 샤토 : 센터콘솔 박스 아래 부분 (기어레버 뒤의 컵 홀더 뒤쪽) ※ 티볼리 (에어 포함), G4 렉스턴, 렉스턴 스포츠 (칸 포함), 코란도, 토레스, 토레스 EVX, 무쏘 EV 등 2019년 이후 차량의 경우, 별도의 키 슬롯이 없으며, 스마트키를 직접 시동 버튼에 대고 눌러 주십시오. ③ 브레이크 페달을 최대한 깊숙이 밟은 상태에서 시동 버튼을 눌러보십시오. ④ RV차량이라면 브레이크 페달을 밟지 말고 시동 버튼을 1번 누른 ACC 상태에서 10초 이상 시동 버튼을 눌러보십시오. ※ 체어맨 차량은 브레이크 페달을 밟은 상태에서 시동 버튼을 3회 연속으로 눌러 주십시오. ⑤ 기어 레버 N 상태에서 브레이크를 꾹 밟고 시동 버튼을 길게 눌러보십시오. ☞ 계속해서 시동이 걸리지 않으면, 보험사 또는 당사 긴급 출동 상황실(☎ 080-500-5582 /1번 연결)로 연락하여 도움을 받으십시오.",2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
KGM,홈페이지,,홈페이지에서 정비 이력을 확인할 수 있나요?,"홈페이지에 차량을 등록하신 경우, 홈페이지(kg-mobility.com)에 로그인 후 마이페이지에서 조회일로부터 이전 2년 이내의 정비 이력을 확인하실 수 있습니다. ※ 보험 수리 이력은 비용이 확인되지 않습니다. ※ 해당 서비스 네트워크의 정비 전산 처리가 지연되는 경우, 홈페이지에서 정비 이력이 확인되지 않을 수 있습니다. 이 경우 해당 서비스 네트워크로 문의해 주시기 바랍니다.",2026-06-28,https://www.kg-mobility.com/sr/online-center/faq/detail?searchWord=&categoryCd=300
