company,category,sub_category,question,answer,source_url,collected_at
제네시스,차량 구매,,차량 계약 후 예상 납기일에 대해 알 수 있나요?,계약하신 지점(대리점)에서 확인 가능합니다.,https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,신차 구입시 기존에 타던 차량을 팔고 인도금으로 대체할 수 있나요?,저희 현대자동차는 현대·제네시스 인증 중고차 매입 및 판매를 시행하고 있습니다. 현재 운영 중인 제네시스 인증 중고차 사이트(https://certified.hyundai.com)를 통해 보상 매입 서비스 공지사항 확인 부탁드립니다.,https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,자동차 리스에 대해 알고 싶어요.,"자동차 리스란, 캐피탈사가 고객이 원하는 자동차를 대신 구매하여 고객에게 차량을 임대하여 제공하여 주고 고객은 캐피탈사에 매월 이용료를 납부하는 방식의 자동차 금융 상품입니다. 고객의 다양한 Needs에 맞는 맞춤형 상품 구성이 가능하며, 자동차 리스도 할부나 현금 구매와 동일하게 영업사원에게 문의하시면 됩니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,장애인 차량 구입 조건에 대해 알고 싶습니다.,"장애인 조건의 차량구입은 장애인 단독명의, 장애인과 주민등록표상 세대를 함께하는 배우자, 직계존비속, 형제자매 또는 직계비속의 배우자 공동명의로 구입이 가능합니다. 단, 몇 가지 조건이 붙는데 장애인 공동명의 조건으로 구입하신 차량은 차량 출고 후 5년간 동일조건(주민등록법상 동일세대)를 유지해야 하고 이 조건이 충족되지 않을 때 면세 받은 금액을 납부하셔야 합니다. 또한 재구입연한이 만 5년으로 되어있어 기간 내에 동일차량을 계속 보유하셔야 되며, 이 또한 조건 불충족시 면세 받으신 세금을 납부하시게 됩니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,장애인 조건으로 제네시스 차량 구입 시 혜택을 알고 싶습니다.,"장애인 조건으로 차량 구입시 혜택은 크게 3가지 입니다. ① 차량 개소세 면세 ② 지방세(취득세, 등록세, 자동차세)면세(서울시 기준) ③ 공채매입 면세

이중 일반장애 1~3급 및 국가유공상이 1~7급은 1,2,3번의 혜택을 모두 받으실 수 있으며 그 이외의 장애등급 고객께서는 공채매입 면제만 가능합니다.(서울시 기준) ※지방세 면세내용은 각 지방자치단체 조례에 따라 상이하므로 반드시 해당 지방자치단체로 문의 및 구입 전 확인을 요합니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,제네시스 차량 구입 시 신용카드는 얼마까지 이용할 수 있나요?,자동차 구입시 신용카드를 이용한 결제는 고객님 신용카드 한도 내에서 희망하시는 금액까지 자유로이 결제가 가능합니다.,https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,제네시스 차량 구입시 신용카드는 복수의 카드로 결제가 가능한가요?,"예, 가능합니다. 신용카드 개수에 제한없이 결제가 가능합니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,제네시스 구입 시 차량대금을 신용카드로 결제할 경우 소득공제가 가능한가요?,불가능합니다. 조세특례제한법 제126조 3항 3호에 의거하여 신규로 출고되는 자동차 구입시 사용한 신용카드 금액은 소득공제 대상에서 제외됩니다.(2002년 12월1일 승인분부터 적용),https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,제네시스 차량 대금을 신용카드로 결제하려고 합니다. 계약자 이외의 다른 사람 카드로 결제가 가능한가요?,"자동차 구입대금 결제 시 본인 이외의 제3자 신용카드를 이용한 결제는 불가능 합니다. 2001년 6월 재정경제부와 관련부처의 법률해석 결과, 당사자간의 동의여부를 불문하고 구매자 이외의 신용카드를 이용한 거래는 여신전문금융법 제19조에서 <위장매출전표 작성행위>에 해당됩니다. 따라서 계약자 본인 이외의 제3자 신용카드는 사용하실 수 없습니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,제네시스 구입 시 할부금을 카드로 결제할 수 있나요?,"불가능합니다. 할부금은 금전채무로 분리되어 있으며, 여신전문금융업법상 금전채권은 카드로 결제할 수 없게 되어있습니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,할부를 이용하여 차량을 구입하고자 합니다. 구비해야 할 서류는 어떤 것이 있나요?,"가까운 지점(대리점)이나 계약하신 담당 영업사원에게 문의하시기 바랍니다. ※ 할부 관련 서류는 할부 이용사의 대출 조건에 따라 구비 서류가 달라질 수 있으며, 개인신용도에 따라 추가 서류가 필요할 수 있습니다. (예시. 인감증명서, 재산세 과세증명서 등)",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,근저당 설정이 되어 있습니다. 어떻게 해야 하나요?,"상세 내용은 근저당권 설정 당시의 담당자에게 문의하시기 바랍니다. 다만 일반적으로 차량에 근저당권 설정이 되어 있는 경우 할부금 완납을 하셨어도 자동 말소가 되지 않으므로, 할부금 완납을 하셨다면 별도로 해당 관청에 근저당권 말소 신청을 하셔야 합니다",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,블루멤버스가 무엇인가요?,"블루멤버스는 고객이 자동차를 효율적이고 경제적으로 관리하며, 자동차 관련 모든 과정에서 최상의 경험을 할 수 있도록 돕는 현대자동차의 멤버십 서비스입니다. 신차 구매나 제휴 가맹점 이용 시 포인트를 적립받으며, 적립된 포인트는 신차 구매나 제휴처에서 현금처럼 사용할 수 있습니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,제네시스 멤버십과 블루멤버스의 차이는 무엇인가요?,"제네시스 멤버십에 가입하시면 블루멤버스 개인회원 자격과 동시에 제네시스 멤버십 회원의 자격을 취득합니다. 이에 따라 제네시스 멤버십 회원은 블루멤버스 개인회원으로써 블루멤버스 서비스와 포인트를 이용할 수 있으며, 제네시스 멤버십 회원만을 위한 제네시스 특화 서비스를 추가로 이용할 수 있습니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,제네시스 멤버십 회원 가입 후 카드 발급은 언제 되나요?,"제네시스 멤버십 가입이 완료된 회원에게는 멤버십 카드가 발급됩니다. 제네시스닷컴 또는 마이제네시스 앱 등을 통해 카드번호 및 모바일 바코드 확인이 가능하며, 네이버페이/삼성월렛 앱을 통해서도 이용할 수 있습니다. - 마이제네시스앱 : 로그인 > 마이 > 월렛  > 제네시스 멤버십 포인트 바코드 - 네이버페이: 로그인 > 멤버십 > 멤버십 추가 > 블루멤버스 - 삼성월렛: 멤버십 > 추가 > 블루멤버스 실물카드 발급을 희망하시는 고객분들께서는 제네시스 고객센터(080-700-6000)로 문의하시기 바랍니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,제네시스 멤버십 회원 정보를 확인/변경하고 싶어요.,"제네시스홈페이지 또는 마이제네시스앱, 제네시스 고객센터(080-700-6000)을 통해 회원정보를 확인하거나 변경할 수 있습니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,본인 이외의 가족이 보유한 블루멤버스 포인트를 사용할 수 있나요?,"블루멤버스 패밀리 멤버십에 등록하시면 등록된 가족 구성원 간 제약없이 실시간으로 자유롭게 포인트를 공유하여 사용할 수 있습니다. 패밀리 멤버십은 패밀리 대표의 직계존비속, 형제/자매, 배우자까지 등록 가능합니다. (패밀리 대표 포함 최대 8명) 패밀리 멤버십 등록 및 기타사항은 현대자동차 홈페이지(www.hyundai.com) 블루멤버스 메뉴에서 확인할 수 있습니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,블루멤버스 포인트 양도 절차가 어떻게 되나요?,"가족인 경우 패밀리 멤버십을 통해 등록된 가족 구성원 간 제약없이 실시간으로 자유롭게 포인트를 공유하여 사용할 수 있습니다. 패밀리 멤버십은 패밀리 대표의 직계존비속, 형제/자매, 배우자까지 등록 가능합니다. (패밀리 대표 포함 최대 8명) 패밀리 멤버십 등록 및 기타사항은 현대자동차 홈페이지(www.hyundai.com) 블루멤버스 메뉴에서 확인할 수 있습니다. 패밀리 멤버십을 등록하지 않아도, 현대자동차 홈페이지(www.hyundai.com)에서 블루멤버스 포인트를 양도할 수 있으며, 양도 가능한 대상은 다음과 같습니다. ① 가족 : 배우자, 직계 존비속, 형제/자매에게 양도 가능 ② 장애인 공동명의 : 장애인 출고 건의 공동명의자에게 양도 가능 ③ 사망한 회원 : 배우자, 직계 존비속, 형제/자매 및 장애인 공동명의 출고 건의 경우 장애인 사망 시 양도 가능 양도/양수인 모두가 블루멤버스 회원가입이 되어있어야 하며, 증빙서류와 양도양수 신청서 제출 시 심사 후 양도됩니다. 자세한 사항은 현대자동차 홈페이지(www.hyundai.com) 의 블루멤버스 메뉴에서 확인할 수 있습니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,신차구매 시 블루멤버스 포인트는 언제 적립되나요?,"신차구매 포인트는 회원가입과 제작증발급이 모두 완료된 날의 익일 적립되며, 적립일 기준 3일 이후부터 사용할 수 있습니다. 출고시점 블루멤버스에 미가입하신 경우 출고 후 6개월 이내 블루멤버스/제네시스 멤버십 회원에 가입하시면 포인트가 적립됩니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,세이브-오토 및 M포인트 차감을 통해 차량 가격을 할인받았습니다. 그런데 세금계산서상 금액과 차이가 있는데 왜 그런가요?,"세이브-오토 및 M포인트 사용은 현대자동차가 현대카드사와 공동으로 시행 중인 이벤트입니다. 해당 이벤트를 통해 차량 가격을 할인받으신 경우, 고객님이 알고계신 할인 금액과 세금계산서에 표기된 내역이 다르게 느껴질 수 있습니다. 현대자동차가 발행한 세금계산서의 차량 공급가액에는 전체 할인액의 50%만 반영됩니다. 따라서, 세금계산서상 공급가액은 실제 할인받으신 금액을 감안하면 높게 느껴질 수 있습니다. 나머지 할인액 50%는 카드 혜택으로 제공됩니다. 현대카드의 이용내역 또는 카드명세서를 통해 M포인트 차감내역, 카드결제(청구)금액 감소내역 등을 확인할 수 있습니다. 해당 이벤트가 현대자동차와 현대카드사가 공동으로 시행하는 행사이기 때문에, 제공되는 할인 내역이 분리되어 있습니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,차량 구매에 사용할 수 있는 포인트는 무엇인가요?,"■ 블루멤버스 포인트 개인고객은 5년간 최대 400만 포인트 / 법인고객은 1대당 최대 200만 포인트까지 차량금액 총 할인한도(30%) 내에서 사용 가능합니다. 단, 일부 법인 회원의 경우에는 신차 구매 시 포인트 사용이 제한될 수 있습니다. (FLEET 업체, 이용자명의리스, 실차주계약 등) ■ 현대카드 M 포인트 5년간 최대 200만원까지 차량 구매시 사용하실 수 있습니다. ■ 블루 세이브-오토 블루멤버스 포인트 혹은 M포인트가 적립되는 현대카드로 결제 시 적립 예정인 포인트 일부를 선사용하고, 이후 최대 36개월 동안 해당 카드를 이용하며 적립되는 포인트로 상환하는 제도입니다. 사용되는 포인트에 따라, ①블루 세이브-오토(블루멤버스 포인트)와 ②세이브-오토(M포인트) 두 가지로 나뉩니다. 차종에 따라 20~50만 포인트를 선사용 할 수 있으며, 상세한 내용은 현대카드 홈페이지의 '세이브-오토' 안내사항을 참고하세요.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,블루멤버스 포인트는 어떻게 활용하나요?,블루멤버스 포인트는 제휴처에서 회원인증 시 현금처럼 사용할 수 있습니다. 블루멤버스/제네시스멤버십 회원은 실물카드 혹은 마이현대/마이제네시스/네이버페이/삼성월렛을 통해 인증할 수 있습니다. - 마이제네시스앱 : 로그인 > 마이 > 월렛  > 제네시스 멤버십 포인트 바코드 - 네이버페이: 로그인 > 멤버십 > 멤버십 추가 > 블루멤버스 - 삼성월렛: 멤버십 > 추가 > 블루멤버스,https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,블루멤버스 포인트 유효기간은 어떻게 되나요?,블루멤버스 포인트의 요휴기간은 최초 적립일로부터 만 5년입니다. 5년 경과 시점을 기준으로 익월 1일 자동 소멸됩니다.,https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,블루멤버스 회원가입 없이 포인트를 받을 수 있나요?,"블루멤버스 포인트는 블루멤버스/제네시스멤버십 회원에 한하여 적용되는 혜택으로, 회원 가입이 필수입니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,블루 세이브-오토 제도에 대해 알고 싶습니다.,"세이브-오토 제도는 현대자동차/제네시스 신차 구매 시 전용카드를 이용하시는 고객께 선할인 혜택을 제공하고, 이후 카드 사용을 통해 적립되는 포인트로 해당 할인 금액을 상환해 나가는 프로그램입니다. 차종에 따라 최소 20만 원에서 최대 50만 원까지 선할인을 먼저 제공받으실 수 있으며, 할인 금액은 최장 36개월 동안 카드 이용으로 적립된 포인트를 통해 상환하게 됩니다. 만약 상환 기간 종료 시점까지 포인트 상환이 완료되지 않은 경우, 미상환 금액은 익월 카드 이용대금에 합산되어 청구됩니다. 해당 미상환 금액에 대해서는 별도의 이자가 부과되지는 않습니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,블루 세이브-오토는 포인트를 미리 사용하는 것 외에 또 어떤 혜택이 있나요?,"블루 세이브-오토를 이용하시면, 전월 이용실적, 카드 사용처의 조건 없이 최소 1.5% 이상 포인트 적립률 혜택을 받을 수 있습니다. (블루 세이브-오토 미이용 시에는 카드 종류, 카드 사용처 및 전월 이용실적에 따라 적립율 변경됩니다.) 블루 세이브-오토 이용으로 적립된 포인트는 고객님의 별다른 조치 없이도, 신차 구매 시 혜택 받으신 선할인 금액을 자동 상환하게 됩니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,"차량 구매 시 전용카드를 발급받은 이후, 카드를 재발급하거나 다른 카드로 교체하더라도 블루 세이브-오토 이용이 가능한가요?",블루멤버스 포인트가 적립되는 전용카드라면 카드 재발급 및 교체 시에도 블루 세이브-오토 이용이 가능합니다.,https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,전용카드 발급 이전에 적립된 블루멤버스 포인트로 블루 세이브-오토 상환할 수 있나요?,전용카드 발급 이전에 적립된 블루멤버스 포인트로는 상환할 수 없습니다. 블루 세이브-오토 상환은 블루 세이브-오토를 승인한 이후에 적립된 블루멤버스 포인트로만 가능합니다. 기존에 적립된 블루멤버스 포인트는 현대자동차 신차 구매를 포함한 정비/주유 등 다양한 카테고리의 블루멤버스 제휴에서 사용할 수 있습니다.,https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,바디케어 서비스 가입은 어떻게 하나요?,"현대 차종은 현대샵에서 가입할 수 있고, 제네시스 차종은 제네시스부티크에서 가입할 수 있습니다. ※바디케어 서비스 안내페이지 바로가기 - 현대: 현대샵 [바로가기] - 제네시스: 제네시스부티크 [바로가기]",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,"바디케어 서비스 이용 시 사고이력이 남아, 자동차보험료에 영향을 주나요?","자동차 보험과 무관하게 운영되는 서비스로, 고객님의 보험료 및 사고 이력에 영향을 미치지 않습니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,바디케어 서비스 보상 절차는 어떻게 되나요?,아래 링크의 '이용 안내' 페이지를 참고하세요. [상세 안내 바로가기],https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,바디케어 서비스 이용 시 차량 사진은 어디를 촬영하여 접수/제출해야 하나요?,"차량 번호판 포함 전면사진, 계기판 사진(주행거리), 손상 부위 전체/확대 사진, 자동차 등록증이 필요합니다. 상세 내용은 아래 링크의 '이용 안내' 페이지를 참고하시거나, 바디케어 고객센터(1566-6266)로 문의 부탁드립니다. [상세 안내 바로가기]",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,바디케어 서비스 사고비용 처리 시 자기 부담금이 있나요?,"구매하신 바디케어 서비스 상품에 따라 상이합니다. - 스탠다드 상품 : ① 차체(상/하/측면) 보장 시 회당 10만원, ② 앞유리/타이어 : 없음 - 스탠다드 플러스 상품 : 자기부담금 없음 상세한 내용은 아래 링크의 '보장 내역' 페이지를 참고하세요. [상세 안내 바로가기]",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,"바디케어 서비스 가입 후 사고가 발생하지 않아 보장을 받지 않은 경우라면, 포인트는 다시 환불받을 수 있을까요?","바디케어 서비스는 가입 직후 보장이 개시되는 서비스로, 이용기간 내 차량 수리 여부와 무관하게 환불이 불가합니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,바디케어 서비스 이용 시 일반 동네 카센터에서 차량 수리 했는데 보상 안되나요?,바디케어 서비스는 지정된 블루핸즈에서 수리를 진행한 경우에 한하여 수리 비용을 지원해 드립니다.,https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,블루멤버스 포인트 현대캐피탈 할부 상환이란 무엇인가요?,"개인/개인사업자 고객님께서 현대캐피탈 할부 상품을 이용하여 월 납입금을 블루멤버스 포인트로 상환하실 수 있습니다. ※ 블루멤버스 포인트를 보유한 개인/개인사업자 고객에 한하여 블루포인트로 월 납입금 상환 가능 ※ 연 100만 한도 내에 상환 가능하며, 월 납입금 內 상환 가능(월 납입금은 차량가격, 할부 기간, 선수율 및 유예율에 따라 상이) ※ 블루멤버스 포인트는 신청 후 즉시 사용되며, 상환 취소는 당일 취소만 가능 ※ 신청 및 문의 : 현대캐피탈 고객센터(1588-2114)",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,차량 구매,,블루멤버스 포인트 현대캐피탈 할부 상환은 어떻게 신청할 수 있나요?,현대캐피탈 고객센터(1588-2114)를 통해 블루멤버스 포인트 할부 상환을 신청할 수 있습니다. ※ 신청 방법 : 현대캐피탈 고객센터(1588-2114) → ARS 통한 본인 인증 → 블루멤버스 포인트 할부금 상환 신청,https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,정비예약,,해외에서 반입된 차량은 어떻게 정비 받을 수 있나요?,"해외에서 구입하신 차량은 국내 반입이 되었을 경우 당사 서비스 네트워크를 통하여 보증수리를 받을 수 있습니다. (단, 모빌리티케어 서비스는 국내 제네시스 차량 구매고객 대상 서비스로 해외 반입 차량의 경우 서비스 제공이 불가합니다.) 보증 기간은 판매 지역의 판매 당시 보증 기간을 적용하며,  배출가스는 국내 법규 기준을 적용합니다. 보증 수리 시작일은 해외에서 최초 판매된 날짜로 적용하며. 국내 등록 기준일이 적용되지 않습니다. 보증 기간 이내 차량 품질 문제에 한하여 보증 수리가 가능하며, 판매 지역 및 딜러의 별도 서비스 항목은 국내에서 제공되지 않습니다. 미국에서 반입된 차량의 경우, 구매 당시 보증서 및 매매계약서, 차량등록증이 필요하며, 그 외 국가는 국내 차량 등록증이 필요합니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,정비예약,,정비 예약 시에 예약 대기란 무엇인가요?,"고객님이 원하는 시간에 인터넷 예약이 불가한 경우, 희망시간에 예약요청을 해 주시면 저희 센터담당자가 전화를 드리고 예약 안내를 해 드리는 기능입니다. 예약대기는 예약 확정이 아닙니다. 인터넷 예약은 차량의 기능고장과 관련된 정비 시에만 해당됩니다. 차량사고 등의 이유로 판금/도장 정비를 원하시는 고객님께서는 정비예약 없이 방문하여 주시기 바랍니다.",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,정비예약,,인터넷으로 정비 예약은 어떻게 하는 건가요?,제네시스 홈페이지에 메뉴 중 [멤버스 > 차량관리 서비스 > 서비스 네트워크 찾기]를 접속하셔서 정비예약을 클릭하시면 됩니다. 고객님의 이력을 관리하기 위하여 회원 로그인을 한 후 신청을 할 수 있도록 하였습니다. 정비예약 안내 멘트에 따라 해당항목을 클릭하셔서 당일 기준으로 이틀 뒤부터 2주 후까지 신청하실 수 있습니다.,https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,홈페이지,,홈페이지의 아이디가 기억나지 않을 때는 어떻게 하나요?,로그인 화면의 [아이디 찾기]에서 본인인증을 통해 등록된 이메일 아이디를 찾으실 수 있습니다.,https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,홈페이지,,홈페이지의 비밀번호를 분실하였습니다. 어떻게 해야 되나요?,"로그인 화면의 [비밀번호 초기화]를 통해 비밀번호 초기화가 필요합니다. [비밀번호 초기화] 메뉴에서 이메일 인증 또는 모바일 인증을 통해 전달받은 인증코드를 화면에 입력하시어 새로운 비밀번호로 설정하실 수 있습니다.
(법인 회원의 경우, 개인 로그인 페이지의 [비밀번호 초기화] 메뉴를 이용해주시기 바랍니다.)",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
제네시스,홈페이지,,비밀번호 및 개인정보를 변경하고 싶을 때는 어떻게 해야 하나요?,"비밀번호 및 개인정보 변경은 로그인을 하신 후, 상단의 [MY INFO] 메뉴에 있는 [개인정보 수정]을 이용해주시기 바랍니다.
제네시스에서 제공해드리는 서비스의 정상적인 이용을 위해서 개인정보는 항상 최신 정보로 유지해주시기 바랍니다.
(법인 회원의 경우, 개인 페이지에 있는 [개인정보 수정] 메뉴를 이용해주시기 바랍니다.)",https://www.genesis.com/kr/ko/support/faq.html,2026-06-27
