company,category,sub_category,question,answer,collected_at,source_url
현대자동차,차량구매,일반,차량구입에 관련된 금액은 어떠한 결제방식이 있나요?,"▶ 차량구입에 관련된 금액의 결제는 현금, 신용카드 및 할부이용 등의 방법이 있습니다. 그 이외 현재 보유차량 매각대금 대체 및 직불카드 등의 이용은 불가합니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량구매,일반,차량 대금을 신용카드로 결제하려고 합니다. 계약자 이외의 다른 사람의 카드로 결제가 가능한가요?,"▶ 자동차 구입대금 결제시 본인 이외의 제3자 신용카드를 이용한 결제는 불가능 합니다. 2001년 6월 재정경제부와 관련부처의 법률해석 결과, 당사자간의 동의여부를 불문하고 구매자 이외의 신용카드를 이용한 거래는 여신전문금융법 제19조에서 <위장매출전표 작성행위>에 해당됩니다. 따라서 계약자 본인 이외의 제3자 신용카드는 사용하실 수 없습니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량구매,일반,할부금을 카드로 결제할 수 있나요?,"▶ 불가능합니다. 할부금은 금전채무로 분리되어 있으며, 여신전문금융업법상 금전채권은 카드로 결제할 수 없게 되어있습니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량구매,일반,차량 구입시 견적에 포함되는 공채매입과 할인의 차이는 무엇인가요?,"차량을 구입하시는 모든 분께서는 반드시 관할지역(광역시 또는 지방)에서 발행하는 공채를 의무적으로 구입하시도록 되어있습니다.(도시철도법 시행령 등) 이는 지하철이 있는 광역시에서는 지하철 건설에 쓰이는 재원으로 쓰이고 기타 도시에서는 도로확충 및 유지보수에 사용되는 재원으로, 각 지방자치단체에서 7년 거치후 원리금을 일시에 상환해 드리고 있습니다. 이것이 공채매입 입니다. 다만, 7년간의 보유기간 중 분실 등의 위험이 있으므로 원하시는 고객께서는 채권할인 전문업체나 증권사에서 7년 동안 예상되는 자치단체의 이자수익을 제외한 금액을 채권구입과 동시에 돌려드립니다. 이것을 할인매도라고 합니다. 공채할인율은 차량등록일을 기준으로 매일매일 약간씩 변동되오니 차량등록전 공채할인율을 확인하시기 바랍니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량구매,일반,근저당 설정이 되어 있습니다. 어떻게 해야하나요?,"할부금 완납을 하셨다면 해당 관청에서 근저당 말소 신청을 하셔야 합니다. 차량에 근저당 설정이 되어 있는 경우 할부금 완납을 하셨어도 자동 해지가 되지 않으므로 해당 관청에서 등록원부 갑,을부 서류를 발급받은 후 설정권자가 현대자동차인지 확인하여 설정권자가 현대자동차인 경우는 등록원부 갑,을부를 지참하여 가까운 지점 방문후 근저당 말소 신청서를 수령 받은 후에 관청에 말소신청 해주시면 됩니다. ※설정권자가 현대캐피탈인 경우 1588-2114로 문의해 주시기 바랍니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량구매,일반,세금계산서 발급받으려고 하는데 어떻게 해야하나요?,▶ 개인사업자 및 법인사업자 구입고객 2010년 7월 1일부터 세금계산서가 서면이 아닌 전자 세금계산서로 발행이 됩니다. 사이트: http://e-vat.hyundai.com 에서 발급받으시면 됩니다. ▶ 개인 구입고객 2011년 4월11일부터 차량구입하신 지점(대리점)에서 영수증이 발행됩니다. ※재발행은 차량구입하신 지점(대리점)으로 문의해 주시기 바랍니다.,2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량구매,일반,차량계약 후 예상납기일에 대해 알 수 있나요?,계약하신 지점(대리점)에서 확인 가능합니다.,2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량구매,일반,차량계약 후 해지 시 계약금은 환불 받을수 있습니까?,"차량 출고전 해지요청시에는 계약금 환불이 가능하며, 자세한 사항은 계약하신 지점(대리점)에 문의 바랍니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량구매,일반,차량구입시 장착되는 타이어는 선택이 가능한가요?,당사에서 생산되는 차량은 타이어 제조사別   임의 선택은 불가합니다.,2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,"(상용) 수동재생 진행 중, 시동을 꺼도 되나요?","재생 중에는 끄지 말아 주시고, 수동재생 탈출 후엔 바로 시동을 꺼도 됩니다. 배기정화장치 DPF 내부 이상 고온 현상으로 DPF 및 엔진이 손상될 수 있습니다",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,(상용) 주행 중 갑자기 엔진 출력이 떨어지면서 노킹 현상이 나타납니다. 왜 그런가요?,"엔진 출력이 급격히 떨어지고 노킹 현상 Knocking, 엔진의 연료실 벽을 작은 망치로 두드리는 듯한 소리가 나는 현상이 지속적으로 발생하면 엔진의 오버히트를 의심해 봐야 합니다. 오버히트는 냉각수가 부족하거나 샐 경우, 워터펌프 구동벨트가 끊어진 경우, 냉각팬이 돌지 않을 경우 등 여러 가지 원인으로 인해 엔진이 과열돼 증기가 끓어오르는 현상입니다. 이때는 계기판에 있는 냉각수 온도 게이지가 적색 눈금 H을 가리키게 됩니다. 겨울철에는 냉각수에 부동액이 들어있지 않거나 엔진 내부가 동결되어 냉각수가 순환하지 못할 때에도 동일한 현상이 발생합니다. 주행 중 엔진이 과열돼 오버히트 현상이 발생했을 때는 당황하지 말고 비상경고등을 켠 채 가능한 빨리 도로 옆 안전한 곳에 차를 세웁니다. 이때 시동을 바로 끄면 엔진이 고착되기 때문에 변속 레버를 중립에 놓고 약 2 ~ 3분간 시동을 그대로 켜놓은 상태에서 엔진 실내에 통풍이 잘 되도록 후드를 열어 놓고, 냉각수 온도 게이지가 정상 C에 가까워질 때까지 엔진을 냉각시킵니다. 후드를 열 때는 뜨거운 수증기나 물이 뿜어져 나오거나 후드 자체가 뜨거울 수 있으므로 주의해야 합니다. 공회전 상태에서도 냉각수 온도 게이지가 떨어지지 않으면 시동을 끄고 자연적으로 엔진을 냉각시킵니다. 만약 냉각수가 차 밑으로 흘러넘치거나 수증기가 후드 위로 새 나올 경우에는 엔진을 정지시키고 차량을 견인해 정비공장에 입고 후 누수 부위를 점검하고 정비를 받아야 합니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,(상용) 주행 중 갑자기 시동이 꺼지는 현상이 발생합니다. 어디에 문제가 있는 것일까요?,"주행 중 시동이 꺼져 당황하신 적이 있을 것입니다. 시동 꺼짐 현상은 보통 연료계통과 점화계통, 엔진 전자제어계통 등에 이상이 있을 경우 발생합니다. 전자제어 가솔린 엔진의 경우 연료 펌프와 연료 필터 막힘, 인젝터·점화 코일·컴퓨터 ECU 고장, 엔진 관련 센서 이상, 엔진 관련 휴즈 단선, 엔진 배선 합선 등이 원인이 될 수 있습니다. LPG를 사용하는 엔진의 경우에는 연료계통 부품 종류가 다를 뿐 가솔린 엔진과 큰 차이는 없으나 베이퍼라이져, 믹서 등의 고장으로 인해서도 시동 꺼짐 현상이 발생할 수 있습니다. 디젤 연료를 사용하는 엔진은 기계식과 전자제어식 커먼레일 엔진으로 구분할 수 있는데, 기계식인 경우는 연료 필터 막힘, 연료계통 공기 유입, 인젝션 펌프 고장으로 인해 시동 꺼짐이 발생할 수 있고, 전자제어식인 경우 엔진 관련 센서, 연료 필터 막힘, 연료에 이물질 유입, 커먼레일시스템고압 펌프·레일 압력 센서·인젝터 등, 엔진 관련 휴즈 단선, 배선합선, ECU 고장 등으로 인해서도시동 꺼짐이 발생할 수 있습니다. 시동 꺼짐 현상은 운전자의 안전과 직결되는 것이므로 고장 발생 시 정비업체를 필히 방문하여 점검 및 정비를 받아야 합니다. 또한 정기적으로 차량 점검을 받아 이상이 없는지 체크를 해주는 것도 시동 꺼짐 현상을 예방할 수 있는 방법입니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,(상용) 유로6차량 DPF의 자동재생은 언제 작동하나요?,"수트게이지가 5칸에 도달 후, 잠시 후 자동재생 실시됩니다. F/G : 엔진  게이지가 1~5칸에 있더라도 주행거리[버스 400km or트럭 700km]에 도달할 경우에도 재생됩니다",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,(상용) 자동재생 도중 신호대기 및 차량 주/정차 시 재생은 어떻게 되나요?,"주/정차 및 신호대기 시 IDLE UP되며 재생은 하지 않고, 일정시간 이상 유지 시 재생을 탈출하며, 재주행시 재생 돌입조건에 해당되면 자동재생 됩니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,(상용) 자동재생 중 아이들 RPM은 왜 높은가요?,"DPF 이상고온에 따른 파손 방지 목적으로 재생 중 아이들 RPM은 상향조정됩니다. F엔진  900, G엔진 1000, H/L엔진 800",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,(상용) 자동재생 도중 차량을 멈추고 시동을 꺼도 되나요?,"차량을 멈추고, 시동을 꺼도 됩니다. 단, 녹색 재생 등이 소거된 후 (약 2분간 소요), 시동 끄시기를 권장합니다. (DPF 이상고온에 따른 파손 방지)",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,(상용) 자동재생 돌입 가능 조건은 어떻게 되나요?,"엔진이 충분히 웜업 되고,차속이 10km/h↑에서 자동재생 됩니다. F/G : 냉각수 65℃↑, H/LDOC 후단센서 200℃↑, 냉각수60℃↑",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,(상용) 수동재생은 언제 하나요?,"① 검댕이게이지가 6~8칸에서 황색 수동재생 경고등 점등 시, 진행하시면 됩니다. 9칸 이상에서는 서비스센터 조치 필요 ② 고객이 수동재생을 원할 경우 1~8칸까지 검댕이게이지와 무관하게 돌입 가능합니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,"(상용) 수동재생 시, 주의해야 할 사항은 무엇인가요?","수동재생 시, 배기정화장치 주변 부가 매우 고온이므로 화재 및 안전사고가 발생할 수 있으므로 인화성 물질이 없는 개방된 공간에서 수동재생을 권장합니다. (배기가스 신체노출 삼가)",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,(상용) 수동재생 후 검댕이 게이지가 남아 있어도 상관없나요?,"문제없습니다. 검댕이 게이지가 1~2칸 정도 남아 있을 수 있지만, 수동재생이 30분 정도 진행 후 정상적으로 종료되었다면 상당량의 검댕이가 제거된 상태이므로 안심하셔도 됩니다. (게이지 변화 없을 시 재실시 필요)",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,상용,(상용) 수동재생  가능 조건은 어떻게 되나요?,"충분한 엔진 웜업수온게이지 중앙위치, 차량 정차 상태파킹브레이크 체결, 기어중립+수동재생버튼을 3초 이상 누르면 수동재생 시작됩니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,특장,(상용 특장) 엑시언트 덤프차량 판 스프링 보증기간이 어떻게 되나요?,엑시언트 덤프 차량 판스프링 보증기간을 아래와 같이 알려드리오니 참고하시기 바랍니다. - 판스프링 센터부프론트/리어  18개월 거리 무관- 판스프링 끝단부프론트  2년거리 무관 적용시점  18년 3월 19일 이후 출고차량,2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,특장,(상용 특장) 특장 어퍼바디 장착 작업 시 기술적인 지원이나 관련 자료가 필요한 경우가 많이 있습니다.  어디로 문의를 드리면 되나요?,현재 특장 어퍼바디 작업 관련한 기술지원을 위해 상용 특장 웹사이트을 운영하고 있습니다 https://bbm.hyundai.com/login/index.do 위 웹사이트에 접속하셔서 회원가입을 하시면 바디빌더 매뉴얼 / 바디빌더 드로윙 / 프레임천공도 / 기술통신 / 인증자료 등 열람하실 수 있고 Q&A 게시판을 통해 기타 문의 사항에 대해 답변받으실 수 있습니다.,2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,특장,"(상용 특장) 법인명의지입, 개인사업자, 특장업체 출고 차량은 어떻게 등록하나요?",블루멤버스 실 운행자 등록을 통해 내 차를 등록하실 수 있습니다.,2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,예약,정비 예약 확인/취소는 어떻게 하나요?,마이페이지의 정비예약신청내역에서 확인 및 취소가 가능합니다.,2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,승용,정비관련 업체구분은 어떻게 하나요?,"하이테크센터와 서비스협력사로 구분되어 있습니다. 하이테크센터는 저희 현대자동차에서 직영으로 운영하는 정비거점이고 서비스협력사는 현대자동차와 협정을 체결후 규정에 의거 당사 고객에게 정비서비스를 제공하는 거점이며, 서비스협력사는 다시 종합블루핸즈와 전문블루핸즈로 나누어 집니다. 종합블루핸즈란 국가에서 자동차 종합정비업 및 소형정비업으로 등록된 정비업소이며, 전문블루핸즈란 국가에서 자동차 부분정비업으로 인가된 정비업소 입니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,승용,차량의 연비가 안 좋은데 어떻게 해야 하지요?,"많은 분들이 연비에 대해 질문을 하십니다. 질문의 유형은 대략 두 가지 정도로 요약할 수 있습니다. 첫 번째는 차량에 부착되어 있는 연비 표시 스티커상의 연비와 실주행시의 연비가 틀린 경우, 두 번째는 종전보다 연료가 짧은 시간에 과다 소비될 때입니다. 첫 번째 질문에 대한 답변은 연비의 정의나 측정방법에 대해 정확히 알지 못해 제기될 수 있는 질문입니다. 현재 국내에서 실시되고 있는 연비 측정방법은 0K모드(주행거리 160km이내의 차량을 가지고 테스트)로 사용할 운전자가 체감하는 성능과 제원표상 제원과 오차를 최대한 줄이기 위해 정밀 측정되고 있습니다. 하지만 운전자가 운행하는 구간의 교통흐름과 도로 상태, 운전 방법, 차량 적재물의 무게, 차량 상태 등 연비에 영향을 끼칠 수 있는 요인에 따라 실제 표시연비와는 차이가 날 수 있습니다. 두 번째는 차량의 상태와 밀접한 연관이 있습니다. 현재의 운행되는 대부분의 차량들은 연료 분사량을 일정하게 유지시켜주기 위해 전자제어를 사용하고 있는데, 이 연료 분사량을 결정하는 센서의 고장, 또는 엔진내부의 청결함이 떨어질 때, 소모품(엔진오일 · 점화플러그 · 점화케이블 · 배전기캡 · 로터 등)을 제때 교환하자 않았을 경우에도 연비가 나빠질 수 있습니다. 즉, 연료가 비정상적으로 과다 소모되는 것이지요. 이런 경우 정비업체를 방문해 전문 진단장비를 사용, 엔진 상태를 점검 받아 보는 것이 좋습니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,예약,인터넷으로 정비예약은 어떻게 하는건가요?,"<p>현대자동차 홈페이지 주요 메뉴중 [서비스네트워크 검색/예약] 를 접속하셔서 예약을 클릭하시면 됩니다</p><p>고객님의 이력을 관리하기 위하여 회원로그인을 한 후 신청을 할 수 있도록 하였습니다.</p><p>정비예약 안내멘트에 따라 해당항목을 클릭하셔서 현재일로 부터 2주 후까지 신청하실 수 있습니다.</p><p data-empty=""true""><br></p><p>※ 현대자동차홈페이지 &nbsp;&gt; 고객서비스 &gt; 서비스네트워크 &gt; 서비스네트워크 검색/예약 &nbsp;참조 &nbsp;<a href=""https://www.hyundai.com/kr/ko/customer-service/service-network/service-reservation-search"" rel=""noopener noreferrer"" target=""_blank"">▶바로가기</a></p>",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,승용,탬퍼러리 타이어&#40;임시타이어&#41;를 적용하는 이유가 뭔가요?,"템퍼러리 타이어는 풀사이즈 타이어 대비 중량이 약 3~5kg  이상 감소되어 연비 효율성이 높으며, 작은 부피로 트렁크의 공간 활용도가 향상되는 장점이 있습니다. 이와같은 이유로 전세계 자동차 제조사에서 템퍼러리 타이어를 공통적으로 적용하고 있는 추세입니다. 템퍼러리 타이어는 외관 상 일반 타이어보다 작아보이지만, 경도(단단하기)가 높아 주행중 심각한 장애가 없는 범위에서 타이어의 동반경(주행중 타이어 사이즈) 차이가 최소화 되도록 개발 되었습니다. 또한 주행 안정성을 위하여 제동시 쏠림, ABS 센서 오작동 등 템퍼러리의 안전성 검증 후 적용되었습니다. 다만, 주행중 타이어 펑크 등 비상 상황에서 템퍼러리 타이어로 장착 후 시속 80km를 유지한다면 템퍼러리 타이어는 실용적이며 안전하게 사용할 수 있습니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
현대자동차,차량정비,승용,"자동차에서 소음이 생기는 경우, 리콜을 받을 수 있나요?","리콜을 잘못 정의하여 제품에 문제가 생겼을 경우 제품 자체를 교환해주는 것으로 알고 있거나, 어떤 고장이든 리콜 해야 한다고 생각하는 경우가 종종 있습니다. 이는 자동차회사에서 자체적으로 제품 성능을 높이기 위하여 실시하고 있는 서비스 활동을 리콜이라고 오해해서 발생되는 상황입니다. 리콜(Recall)은 사전적 의미로 불량 제품의 회수를 뜻하며 다른 용어로는 """"call back"""" 이라고도 합니다. 자동차 회사에서는 제품에서 """"안전에 관련된 문제"""" 가 확인되었을 경우 언론기관에 발표를 하고 대상고객에게 반드시 고객통지문을 발송, 불량의 원인이 되는 부품을 100% 수거해 점검하고 문제되는 부분에 대해 개선된 부품으로 교환 · 수리하는 것을 리콜로 정의하고 있습니다. 이 정의에 따르면 자동차에서 소음이 생기는 경우는 안전과 관련된 부분이 아니기 때문에 리콜은 받을 수 없습니다. 하지만 소비자의 만족도를 높이기 위하여 차후에 개선된 부품을 무상으로 교체해드리거나, 보증수리를 통해 문제를 해결합니다. 리콜은 소비자의 재산과 생명을 보호하며 동시에 기업의 신뢰성, 성실성을 가늠할 수 있는 잣대입니다. 기업은 소비자에게 피해가 발생하지 않도록 제품의 제작, 생산, 판매뿐 아니라 리콜, 보증수리를 해주며 끝까지 최선을 다해야 할 것입니다.",2026-06-27,https://www.hyundai.com/kr/ko/e/customer/center/faq
