company,category,sub_category,question,answer,collected_at,source_url
볼보,전동화,충전,Volvo Cars 앱에서 배터리 및 충전 기능,Volvo Cars 앱을 통해 자동차 배터리 및 충전에 관한 정보를 확인할 수 있습니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/66111ac2359549899de6ff825066ae97/e08b82d4b8a1566ec0a8015170490fce/
볼보,전동화,충전,완전 전기차 충전하기,차량은 가정 또는 공공 충전소에서 충전 단말기를 통해 충전합니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/66111ac2359549899de6ff825066ae97/d3b39741985a414ac0a801516b24ab81/
볼보,전동화,충전,Plug & Charge 활성화,Plug & Charge를 지원하는 충전소에서 차량을 충전할 수 있으려면 전기자동차 서비스 제공업체와 차량의 중앙 화면에서 이 기능을 활성화해야 합니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/66111ac2359549899de6ff825066ae97/9e00a2e7bab1abe4c0a8015161a6d240/
볼보,전동화,충전,Plug & Charge 계약서 변경 또는 삭제,"Plug & Charge에 문제가 발생했을 경우, 새로운 전기자동차 서비스 제공업체와 계약을 체결하거나 차를 매각하는 등의 경우에 차량의 중앙 화면 및 Volvo Cars 앱 에서 설치된 Plug & Charge 계약서를 관리할 수 있습니다.",2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/66111ac2359549899de6ff825066ae97/e2f8ce99baced4b7c0a8015161a6d240/
볼보,전동화,충전,Plug & Charge,"Plug & Charge는 사용자의 충전을 간소화하는 인증 및 청구 시스템입니다. Plug & Charge를 지원하는 충전소는 충전 케이블을 차량에 연결하자마자 차량과 관련 결제 방법을 식별합니다. 이렇게 하면 추가 카드, 앱 또는 기타 인증 방법을 사용하지 않고 충전이 자동으로 시작됩니다.",2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/66111ac2359549899de6ff825066ae97/32baedb1923875bac0a801517b21e068/
볼보,전동화,충전,Plug & Charge 문제,"Plug & Charge가 작동하려면, 충전소와 차량 모두 Plug & Charge를 지원해야 합니다. Plug & Charge에 문제가 발생하면, Volvo 지원에 문의하기 전에 문제를 직접 해결할 수 있는 몇 가지 단계를 시도할 수 있습니다.",2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/66111ac2359549899de6ff825066ae97/44ab5fd0babae2d4c0a8015161a6d240/
볼보,전동화,충전,순수 전기차 충전 팁,"이러한 팁들을 활용하면, 순수 전기차를 효율적으로 충전하고, 장기적으로 그 배터리를 보호하는 데 도움이 될 수 있습니다.",2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/66111ac2359549899de6ff825066ae97/eaaae572441290310a2e1f5c74d19f36-ec8b59f1d33539aec0a8cc374c819eab-8664b2fa77a7e089c0a8296870d1a409/
볼보,전동화,충전,가정에서 Volvo 충전하기,"가정에서 Volvo 차량을 충전할 때, 표준 가정용 소켓이나 전용 월박스를 사용할 수 있습니다.",2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/66111ac2359549899de6ff825066ae97/blt6dee09663b8e3afc/
볼보,전동화,충전,충전 시간 및 속도 이해,"충전 시간과 속도는 다양한 요인의 영향을 받으며, 이를 이해하면 충전을 보다 효율적으로 계획하고 최적화할 수 있습니다.",2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/66111ac2359549899de6ff825066ae97/bltd9a0574547fe113b/
볼보,전동화,충전,충전 박스를 통해 충전할 때 발생하는 문제,충전 박스에서 충전 타이머를 설정했는데도 차량 충전이 시작되지 않는 경우가 있습니다. 이러한 문제는 차량과 호환되지 않는 스마트 충전 기능이 있는 충전 박스를 사용할 때 발생합니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/66111ac2359549899de6ff825066ae97/432998a05cd5466bc0a8015122cff1a5/
볼보,전동화,주행 가능 거리,"이러한 팁들을 활용하면, 순수 전기차를 효율적으로 충전하고, 장기적으로 그 배터리를 보호하는 데 도움이 될 수 있습니다.",예상 주행 거리,2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/2ebf2798cc1244d8ad9e7b5a3046546c/3e5c2ddba8ab06fdc0a8015112191aff/
볼보,전동화,주행 가능 거리,차량의 예상 주행 거리는 여러 요인에 따라 달라지며 운전자 화면에 표시됩니다. 2024년식 C40 및 XC40 Recharge Pure Electric 차량의 경우 신차를 픽업할 때 운전자 화면에 예상보다 낮은 주행 거리가 표시될 수 있습니다.,주행 가능 거리 및 배터리 관련 일반 정보,2026-06-28,https://www.volvocars.com/kr/support/topic/d3191d8f60124099aa95ee0c3c841211/2ebf2798cc1244d8ad9e7b5a3046546c/26c05bd23b40a659c0a801516d8c37d8/
볼보,Volvo Cars 앱,시작하기,중고 구매한 차량의 초기화 설정,이전 소유자의 프로필과 연동 모바일 기기에서 차량이 제거되지 않은 경우 차량 초기화 설정이 필요합니다. 이 작업은 차량의 중앙 화면에서 진행하거나 이전 소유자에게 본인의 Volvo Cars 앱에서 초기화 설정을 해달라고 요청할 수 있습니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/480de82a2c78462aba7065a2e11c0bc0/283c754e1dbdc5f7c0a801512be53de7/
볼보,Volvo Cars 앱,시작하기,Volvo ID 계정 복구를 위한 연락처 정보 추가,"Volvo ID 계정을 만든 후 계정 개인 정보에 추가 연락처 정보를 추가하는 것이 좋습니다. 이렇게 하면 Volvo ID를 생성할 때 사용자 이름으로 제공한 이메일 계정이나 전화번호에 대한 접근 권한을 잃을 경우 계정을 복구할 수 있습니다. 즉, 새로운 Volvo ID 계정을 만들 필요가 없으며 잊어버린 비밀번호를 쉽게 재설정할 수 있습니다.",2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/480de82a2c78462aba7065a2e11c0bc0/fcda1fbcf83be60fc0a801513fb919ac/
볼보,Volvo Cars 앱,시작하기,Volvo ID 만들기,Volvo ID가 있어야 Volvo Cars 앱에 로그인할 수 있습니다. 앱이나 볼보 웹사이트에서 Volvo ID를 만드십시오.,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/480de82a2c78462aba7065a2e11c0bc0/7888e537f3e4d3fbc0a80151472ce17c/
볼보,Volvo Cars 앱,시작하기,Volvo Cars 앱의 2단계 인증,Volvo ID 계정을 권한이 없는 사용자로부터 보호하려면 Volvo Cars 앱에 로그인할 때 2단계 인증이 필요합니다. 로그인하면 Volvo ID와 연결된 이메일 주소 또는 전화 번호를 통해 일회성 PIN 코드를 받게 됩니다. 이 코드를 입력하여 본인을 확인하고 앱에 액세스합니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/480de82a2c78462aba7065a2e11c0bc0/b068deb09f5d441ec0a80151612623e7/
볼보,Volvo Cars 앱,시작하기,Volvo ID,Volvo ID는 Volvo Cars 앱에 로그인할 때 사용하는 개인 계정입니다. 이는 사용자 이름(전화 번호 또는 이메일 주소)과 비밀번호로 구성됩니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/480de82a2c78462aba7065a2e11c0bc0/7c93800edf0aaea4c0a8015117dbb3ba/
볼보,Volvo Cars 앱,시작하기,Volvo Cars 앱 시작하기,Volvo Cars 앱을 통해 차량의 커넥티드 서비스에 액세스하고 차량의 일부 기능을 원격으로 관리할 수 있습니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/480de82a2c78462aba7065a2e11c0bc0/230bee02010a6241c0a801511b1807c5/
볼보,Volvo Cars 앱,시작하기,차량에 Volvo Cars 앱 연결,Volvo Cars 앱을 차량에 연결하는 방법은 여러 가지입니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/480de82a2c78462aba7065a2e11c0bc0/081757d5ef6ccf12c0a8015150732a6a/
볼보,Volvo Cars 앱,시작하기,PIN 코드,차량 소유자는 볼보 지원팀으로부터 특정 커넥티드 서비스에 대한 승인을 확인할 수 있는 PIN 코드를 받습니다. Android Automotive가 설치된 차량에는 적용되지 않습니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/480de82a2c78462aba7065a2e11c0bc0/1809755aa56049e8c0a8015118fc125d/
볼보,Volvo Cars 앱,시작하기,"Volvo Cars 차량 내 앱 다운로드, 업데이트 및 제거하기","차량이 인터넷에 연결된 상태에서 Volvo Cars 차량 내 앱을 다운로드, 업데이트, 제거할 수 있습니다.",2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/480de82a2c78462aba7065a2e11c0bc0/ffdfd1c5879fe0dec0a8015139367278/
볼보,Volvo Cars 앱,콘텐츠 및 기능,Volvo Cars 앱을 통해 자동차 배터리 및 충전에 관한 정보를 확인할 수 있습니다.,Volvo Cars 앱 기능,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/dd1471b357704f45a432bd3c148134ff/bac3a220a211abb2c0a8015135f79f31/
볼보,Volvo Cars 앱,콘텐츠 및 기능,차량 모델 및 연식에 따라 Volvo Cars 앱의 여러 기능을 액세스할 수 있습니다.,다른 운전자와 차량에 대한 Volvo Cars 앱 액세스 공유,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/dd1471b357704f45a432bd3c148134ff/332ddb4da51bc437c0a801513cd36745/
볼보,Volvo Cars 앱,콘텐츠 및 기능,친구와 가족을 초대하여 Volvo Cars 앱에서 차량에 액세스할 수 있도록 하세요.,커넥티드 서비스 구독 갱신·연장,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/dd1471b357704f45a432bd3c148134ff/9e128bce958bb7efc0a8015140495e78/
볼보,Volvo Cars 앱,콘텐츠 및 기능,Volvo Cars 앱 원격 기능을 계속 이용하려면 커넥티드 서비스 구독 기간이 만료되기 전에 구독을 갱신하거나 연장해야 합니다.,커넥티드 서비스 구독,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/dd1471b357704f45a432bd3c148134ff/bef341c961cb209fc0a801513ec21cca/
볼보,Volvo Cars 앱,원격 기능,Volvo Cars 앱으로 기후 설정을 원격으로 시작하기,Volvo Cars 앱을 사용하여 온도 조절 기능을 작동할 수 있습니다. 이를 통해 다음 운전을 시작하기 전에 차량 내 쾌적한 온도를 확보할 수 있습니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/152b7b3655cd4f97996f7723c06d6617/774a8deab8a41d22c0a8015126b9f36c/
볼보,Volvo Cars 앱,원격 기능,Volvo Cars 앱에서 기능 잠금,Volvo Cars 앱은 현재의 잠금장치 상태를 표시하며 사용자는 원격으로 차량을 잠그거나 잠금 해제할 수 있습니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/152b7b3655cd4f97996f7723c06d6617/f8a2e37cb88fd657c0a801516e4035e9/
볼보,Volvo Cars 앱,원격 기능,Volvo Cars 앱을 이용한 원격 차량 시동,Volvo Cars 앱을 이용하여 차량을 원격으로 시동하면 차량 실내 온도를 쾌적한 온도로 난방 또는 냉방할 수 있습니다.,2026-06-28,https://www.volvocars.com/kr/support/topic/b9e4087e56b545bfa6e39fdf93072a14/152b7b3655cd4f97996f7723c06d6617/7ea032c7b895250bc0a80151523409f0/
볼보,프로필 및 청구,계정 세부 정보,연결 서비스가 있는 차량의 소유권을 변경하는 경우 이전 소유자와 새 소유자 모두가 수행해야 하는 몇 가지 절차가 있습니다.,Volvo ID 사용자 이름 또는 비밀번호 변경하기,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/a3732745f3ec7571c0a80151072e868e/
볼보,프로필 및 청구,계정 세부 정보,"Volvo ID 사용자 이름이나 비밀번호는 Volvo Cars 앱이나 볼보 웹사이트에서 변경할 수 있습니다. 이러한 변경을 수행하려면 현재 로그인 세부 정보를 알아야 합니다. 로그인하는 데 문제가 있는 경우, 대신 Volvo ID와 관련된 문제를 읽어보세요.",Volvo ID 관련 이슈,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/283c754e1dbdc5f7c0a801512be53de7/
볼보,프로필 및 청구,계정 세부 정보,Volvo ID 관련 일반적인 문제와 해결 방법이 여기에 설명되어 있습니다.,중고 구매한 차량의 초기화 설정,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/fcda1fbcf83be60fc0a801513fb919ac/
볼보,프로필 및 청구,계정 세부 정보,이전 소유자의 프로필과 연동 모바일 기기에서 차량이 제거되지 않은 경우 차량 초기화 설정이 필요합니다. 이 작업은 차량의 중앙 화면에서 진행하거나 이전 소유자에게 본인의 Volvo Cars 앱에서 초기화 설정을 해달라고 요청할 수 있습니다.,Volvo ID 계정 복구를 위한 연락처 정보 추가,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/7888e537f3e4d3fbc0a80151472ce17c/
볼보,프로필 및 청구,계정 세부 정보,"Volvo ID 계정을 만든 후 계정 개인 정보에 추가 연락처 정보를 추가하는 것이 좋습니다. 이렇게 하면 Volvo ID를 생성할 때 사용자 이름으로 제공한 이메일 계정이나 전화번호에 대한 접근 권한을 잃을 경우 계정을 복구할 수 있습니다. 즉, 새로운 Volvo ID 계정을 만들 필요가 없으며 잊어버린 비밀번호를 쉽게 재설정할 수 있습니다.",Volvo ID 만들기,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/b068deb09f5d441ec0a80151612623e7/
볼보,프로필 및 청구,계정 세부 정보,Volvo ID가 있어야 Volvo Cars 앱에 로그인할 수 있습니다. 앱이나 볼보 웹사이트에서 Volvo ID를 만드십시오.,Volvo Cars 앱의 2단계 인증,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/7c93800edf0aaea4c0a8015117dbb3ba/
볼보,프로필 및 청구,계정 세부 정보,Volvo ID 계정을 권한이 없는 사용자로부터 보호하려면 Volvo Cars 앱에 로그인할 때 2단계 인증이 필요합니다. 로그인하면 Volvo ID와 연결된 이메일 주소 또는 전화 번호를 통해 일회성 PIN 코드를 받게 됩니다. 이 코드를 입력하여 본인을 확인하고 앱에 액세스합니다.,Volvo ID,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/blt71db7ff0559e552d/
볼보,프로필 및 청구,계정 세부 정보,Volvo ID는 Volvo Cars 앱에 로그인할 때 사용하는 개인 계정입니다. 이는 사용자 이름(전화 번호 또는 이메일 주소)과 비밀번호로 구성됩니다.,Volvo ID 관리 및 삭제,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/blt6c82f63fff7894e8/
볼보,프로필 및 청구,계정 세부 정보,Volvo ID 계정 관리 및 차량 소유 종료 시 계정을 삭제하는 방법에 대한 안내입니다.,Volvo Cars app 로그인 문제 해결,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/blt1d675b85389c80dc/
볼보,프로필 및 청구,계정 세부 정보,이 가이드에서는 Volvo Cars app에 로그인하려고 할 때 발생하는 일반적인 문제와 해결 방법을 다룹니다.,TMAP 내장 차량의 Volvo ID 프로필 및 페어링 문제,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/332ddb4da51bc437c0a801513cd36745/
볼보,프로필 및 청구,계정 세부 정보,"Volvo ID를 차량에 연결하는 데 문제가 있는 경우, 문제를 해결할 수 있는 몇 가지 방법이 있습니다.",커넥티드 서비스 구독 갱신·연장,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/1809755aa56049e8c0a8015118fc125d/
볼보,프로필 및 청구,계정 세부 정보,Volvo Cars 앱 원격 기능을 계속 이용하려면 커넥티드 서비스 구독 기간이 만료되기 전에 구독을 갱신하거나 연장해야 합니다.,PIN 코드,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/9e128bce958bb7efc0a8015140495e78/
볼보,프로필 및 청구,계정 세부 정보,차량 소유자는 볼보 지원팀으로부터 특정 커넥티드 서비스에 대한 승인을 확인할 수 있는 PIN 코드를 받습니다. Android Automotive가 설치된 차량에는 적용되지 않습니다.,커넥티드 서비스 구독,2026-06-28,https://www.volvocars.com/kr/support/topic/10852738968472392567d5847d64ef5e/80d6d08fba8e461a9c7f1dd98474e4ad/c918a17ee07df5ccc0a801516be7ecd5/
